Feature,Importance
"TRBV7-9, TRBV7-6",0.09436253422675017
TRBV6-8,0.09314360960284657
"TRBV11-2, TRBV11-3",0.08790698069267137
"TRBV9, TRBV7-4",0.08183239157144877
"TRBV7-3, TRBV7-4, TRBV11-3, TRBV5-5",0.08128667253260068
"TRBV4-2, TRBV4-1, TRBV4-3",0.07934633456066668
TRBV7-1,0.07806940556933432
"TRBV7-9, TRBV7-6, TRBV7-7",0.07802328561568958
"TRBV5-5, TRBV5-8",0.07519005669378907
"TRBJ1-5, TRBJ1-2",0.07499992004752064
"TRBV2, TRBV6-1, TRBV6-4",0.07409129054017416
"TRBV19, TRBV6-1, TRBV6-5, TRBV6-6",0.07409129054017416
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV7-3, TRBV7-4",0.07409129054017416
"TRBV10-2, TRBV10-1",0.07409129054017416
"TRBV7-3, TRBV2",0.0722449109911307
"TRBV7-3, TRBV28",0.06748132093680509
"TRBJ2-7, TRBJ2-6",0.06503385934729494
"TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-1, TRBV6-8",0.0638198818467178
"TRBV11-3, TRBV11-1, TRBV7-3",0.04885433856201681
"TRBV7-2, TRBV7-9, TRBV7-8",0.04308866226769769
TRBV6-9,0.04296349845243432
"TRBJ2-1, TRBJ1-2",0.03830770659465283
"TRBV5-5, TRBV5-6, TRBV5-7",0.029764387499360098
"TRBV6-2, TRBV6-3, TRBV6-9",0.006914787155043964
"TRBV11-2, TRBV11-3, TRBV7-2",0.0035326369078221603
"TRBV5-3, TRBV5-5",3.319841607683788e-29
"TRBV7-8, TRBV7-9, TRBV7-2",2.562605976586734e-29
"TRBV7-9, TRBV7-2, TRBV7-3, TRBV7-4",2.562605976586734e-29
"TRBV7-9, TRBV7-8, TRBV7-2, TRBV7-6",2.562605976586734e-29
"TRBV7-2, TRBV7-8, TRBV5-8",2.562605976586734e-29
"TRBV7-2, TRBV7-8, TRBV5-1",2.562605976586734e-29
"TRBV6-9, TRBV6-5, TRBV6-1, TRBV6-6",2.562605976586734e-29
"TRBV6-3, TRBV6-6, TRBV6-5",2.562605976586734e-29
"TRBV6-1, TRBV6-2, TRBV6-3, TRBV6-5",2.562605976586734e-29
"TRBV6-3, TRBV6-2, TRBV6-5",2.562605976586734e-29
"TRBV11-2, TRBV11-3, TRBV7-2, TRBV11-1",2.562605976586734e-29
"TRBV4-2, TRBV28, TRBV4-3",2.562605976586734e-29
"TRBV5-5, TRBV5-6, TRBV7-2",2.562605976586734e-29
"TRBV7-8, TRBV7-3",2.562605976586734e-29
"TRBV7-8, TRBV7-2, TRBV27",2.562605976586734e-29
"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-1",2.562605976586734e-29
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-1",2.3063416716361287e-29
"TRBV7-8, TRBV7-2, TRBV2",2.3063416716361287e-29
"TRBV7-2, TRBV7-8, TRBV5-4",2.3063416716361287e-29
"TRBV7-8, TRBV28, TRBV7-2",2.3063416716361287e-29
"TRBV6-9, TRBV6-5, TRBV6-6",2.3063416716361287e-29
"TRBV7-6, TRBV20-1",2.3063416716361287e-29
"TRBV6-6, TRBV6-5, TRBV6-8",2.3063416716361287e-29
"TRBV7-3, TRBV7-8",2.3063416716361287e-29
"TRBV7-2, TRBV7-9, TRBV7-3, TRBV7-8",2.3063416716361287e-29
"TRBV7-2, TRBV7-3, TRBV7-9",2.3063416716361287e-29
"TRBV7-1, TRBV7-4",2.3063416716361287e-29
