Feature,Importance
"TRBV2, TRBV6-1, TRBV6-4",0.0006927462080172444
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV7-3, TRBV7-4",0.0006837725487762498
"TRBV10-2, TRBV10-1",0.0006740313673327724
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV10-3, TRBV6-9",0.000648753595249406
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9, TRBV6-3",0.0005878771985399284
"TRBV19, TRBV6-1, TRBV6-5, TRBV6-6",0.000567476390122343
"TRBV5-1, TRBV6-1, TRBV6-5, TRBV6-6",0.0004115317186404956
"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-3, TRBV6-1",0.00030792807530740155
"TRBV7-2, TRBV7-6, TRBV7-8, TRBV7-7, TRBV28",0.00016721016791616873
"TRBV24-1, TRBV6-1, TRBV6-5",0.0
"TRBV11-2, TRBV11-3, TRBV7-2, TRBV11-1",0.0
"TRBV12-3, TRBV12-4, TRBV6-3, TRBV6-5, TRBV6-6",0.0
"TRBV2, TRBV15",0.0
"TRBV7-9, TRBV5-6",0.0
"TRBV28, TRBV7-2, TRBV7-8",0.0
"TRBV4-2, TRBV28, TRBV4-3",0.0
"TRBV5-4, TRBV28",0.0
"TRBV5-5, TRBV5-6, TRBV7-2",0.0
"TRBV11-2, TRBV11-3, TRBV5-8, TRBV11-1",0.0
"TRBV6-9, TRBV6-5, TRBV6-1, TRBV6-6",0.0
"TRBV6-3, TRBV6-2, TRBV6-5",0.0
"TRBV6-3, TRBV6-6, TRBV6-5",0.0
"TRBV6-5, TRBV6-1, TRBV6-8",0.0
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-2",0.0
"TRBV6-6, TRBV6-5, TRBV6-8",0.0
"TRBV5-8, TRBV4-2, TRBV5-5, TRBV5-4, TRBV7-2",0.0
"TRBV6-9, TRBV6-5, TRBV6-6",0.0
"TRBV7-2, TRBV7-8, TRBV5-1",0.0
"TRBV7-2, TRBV7-8, TRBV5-4",0.0
"TRBV7-2, TRBV7-8, TRBV5-8",0.0
"TRBV5-6, TRBV20-1, TRBV5-7",0.0
"TRBV7-2, TRBV7-3, TRBV7-8, TRBV7-9",0.0
"TRBV5-8, TRBV5-5, TRBV5-4, TRBV7-2, TRBV11-2",0.0
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-9, TRBV6-8",0.0
"TRBV5-3, TRBV5-5",0.0
"TRBV5-5, TRBV5-7, TRBV5-6",0.0
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-1",0.0
"TRBV7-9, TRBV7-8, TRBV7-2, TRBV7-6",0.0
"TRBV7-9, TRBV7-2, TRBV7-8",0.0
"TRBV7-9, TRBV15",0.0
