,transition_type,gene_segment,freq
46,2,TRBV5-4,0.0009992894662559
47,2,"TRBV5-4, TRBV5-8",0.0022672203973639
48,2,TRBV5-5,0.0001738513769485
49,2,"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8",9.73333895704029e-06
50,2,"TRBV5-5, TRBV5-6",0.0008513361089757
51,2,"TRBV5-5, TRBV5-8",-0.0001778630192526
52,2,"TRBV5-6, TRBV5-5, TRBV5-7",0.0004935977417981
53,2,"TRBV5-6, TRBV5-7",0.0009344005398757
54,2,"TRBV5-6, TRBV5-7, TRBV5-5",-0.0001782228444601
55,2,TRBV5-8,0.0001232889601225
56,2,"TRBV5-8, TRBV5-4",0.0024641397140253
57,2,TRBV6-1,0.0033774686180928
58,2,"TRBV6-1, TRBV6-5",0.0076962685700077
59,2,"TRBV6-1, TRBV6-5, TRBV6-3, TRBV6-8",0.000733244868097
60,2,"TRBV6-1, TRBV6-5, TRBV6-6",-0.0069038604580405
61,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",-9.984517043464629e-05
62,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3",-0.0007800273510179
63,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8",0.0058105371184234
64,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8",0.0143143460223246
65,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3",0.0104104998992545
66,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-9",0.0029384334252479
67,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-9",6.48889263802686e-06
68,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV7-3, TRBV7-4",-1.2535883967858e-05
69,2,"TRBV6-2, TRBV6-3",0.0045487137392565
70,2,"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-5, TRBV6-6",-0.0021581007901788
71,2,"TRBV6-2, TRBV6-3, TRBV6-5",0.0004509780383428
72,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-1, TRBV6-6",0.0068165817162471
73,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",0.0095886645766086
74,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-1",0.003426577214186
75,2,"TRBV6-3, TRBV6-2",0.0027188460153332
76,2,"TRBV6-3, TRBV6-2, TRBV6-1",-0.0077221045242005
77,2,"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-5, TRBV6-6",-0.0057332359102918
78,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-1, TRBV6-6",-0.0008566374198101
79,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6",-0.0019680371869478
